timestamp,symbol,side,scanner_status,portfolio_status,reason,original_risk_pct,final_risk_pct,estimated_lot,final_score,var_95,cvar_95,warnings
2026-06-24T17:58:57.932972,USDJPY,SELL,REJECTED,N/A,Low model probability 0.32 < 0.55,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:57.955495,ETHUSD,BUY,APPROVED,APPROVED,OK,0.010000,0.010500,0.07,48.99,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:57.956551,NAS100,SELL,APPROVED,APPROVED,OK,0.010000,0.010200,1.70,47.95,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:57.957614,XAGUSD,SELL,APPROVED,REJECTED,Exceeds max total risk (3.07% > 3.00%),0.010000,0.000000,0.00,32.92,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:57.958373,XAUUSD,BUY,REJECTED,N/A,Low model probability 0.22 < 0.55 | Expected R 0.00 <= 0 | Extreme volatility regime,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:57.958880,BTCUSD,BUY,REJECTED,N/A,Low model probability 0.37 < 0.55,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:57.959429,US500,SELL,REJECTED,N/A,Low model probability 0.50 < 0.55 | Spread 22 > Max 10,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:57.960210,GER40,BUY,REJECTED,N/A,Low model probability 0.33 < 0.55,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:57.960730,EURUSD,SELL,REJECTED,N/A,Low model probability 0.47 < 0.55,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:57.961262,GBPUSD,SELL,REJECTED,N/A,Low model probability 0.20 < 0.55 | Expected R 0.00 <= 0 | Extreme volatility regime,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:57.961793,USDJPY,BUY,REJECTED,N/A,Low model probability 0.28 < 0.55 | Expected R 0.00 <= 0 | Spread 55 > Max 20,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:57.981537,XAUUSD,BUY,REJECTED,N/A,Spread 54 > Max 40,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:57.982068,XAGUSD,BUY,REJECTED,N/A,Low model probability 0.47 < 0.55,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:57.982596,BTCUSD,SELL,REJECTED,N/A,Low model probability 0.38 < 0.55,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:57.983130,ETHUSD,SELL,REJECTED,N/A,Low model probability 0.31 < 0.55,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:57.983667,NAS100,SELL,REJECTED,N/A,Low model probability 0.24 < 0.55 | Expected R 0.00 <= 0 | Spread 58 > Max 30 | Extreme volatility regime,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:57.984306,US500,SELL,REJECTED,N/A,Low model probability 0.25 < 0.55 | Expected R 0.00 <= 0 | Spread 44 > Max 10 | Extreme volatility regime,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:57.984836,GER40,SELL,REJECTED,N/A,Spread 32 > Max 20,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:57.985370,EURUSD,BUY,REJECTED,N/A,Low model probability 0.51 < 0.55 | Spread 25 > Max 15,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:57.986433,GBPUSD,SELL,REJECTED,N/A,Low model probability 0.29 < 0.55 | Expected R 0.00 <= 0 | Spread 31 > Max 20,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:57.986964,USDJPY,BUY,REJECTED,N/A,Low model probability 0.35 < 0.55,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:58.009086,XAUUSD,SELL,REJECTED,N/A,Low model probability 0.22 < 0.55 | Expected R 0.00 <= 0 | Extreme volatility regime,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:58.009619,XAGUSD,SELL,REJECTED,N/A,Low model probability 0.21 < 0.55 | Expected R 0.00 <= 0 | Spread 51 > Max 50 | Extreme volatility regime,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:58.010319,BTCUSD,BUY,REJECTED,N/A,Low model probability 0.24 < 0.55 | Expected R 0.00 <= 0 | Extreme volatility regime,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:58.011381,ETHUSD,BUY,REJECTED,N/A,Low model probability 0.48 < 0.55,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:58.011907,NAS100,BUY,REJECTED,N/A,Low model probability 0.22 < 0.55 | Expected R 0.00 <= 0 | Extreme volatility regime,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:58.012435,US500,BUY,REJECTED,N/A,Spread 20 > Max 10,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:58.012973,GER40,BUY,REJECTED,N/A,Spread 30 > Max 20,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:58.013509,EURUSD,BUY,REJECTED,N/A,Spread 41 > Max 15,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:58.014037,GBPUSD,SELL,REJECTED,N/A,Low model probability 0.52 < 0.55,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:58.014570,USDJPY,SELL,REJECTED,N/A,Spread 35 > Max 20,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:58.036963,ETHUSD,SELL,APPROVED,APPROVED,OK,0.010000,0.010500,0.07,48.20,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:58.038548,XAGUSD,SELL,APPROVED,APPROVED,OK,0.010000,0.010000,0.80,45.57,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:58.039080,GER40,BUY,APPROVED,REJECTED,Exceeds max total risk (3.05% > 3.00%),0.010000,0.000000,0.00,34.51,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:58.039786,XAUUSD,BUY,REJECTED,N/A,Low model probability 0.50 < 0.55,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:58.040305,BTCUSD,BUY,REJECTED,N/A,Low model probability 0.33 < 0.55,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:58.040824,NAS100,BUY,REJECTED,N/A,Spread 59 > Max 30,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:58.041343,US500,SELL,REJECTED,N/A,Low model probability 0.52 < 0.55,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:58.041869,EURUSD,SELL,REJECTED,N/A,Spread 30 > Max 15,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:58.042917,GBPUSD,SELL,REJECTED,N/A,Spread 27 > Max 20,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:58.043454,USDJPY,SELL,REJECTED,N/A,Low model probability 0.24 < 0.55 | Expected R 0.00 <= 0 | Extreme volatility regime,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:58.066060,USDJPY,SELL,APPROVED,APPROVED,OK,0.010000,0.010010,2.86,44.48,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:58.067173,XAUUSD,BUY,REJECTED,N/A,Low model probability 0.53 < 0.55,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:58.068180,XAGUSD,BUY,REJECTED,N/A,Low model probability 0.52 < 0.55 | Spread 54 > Max 50,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:58.068664,BTCUSD,SELL,REJECTED,N/A,Low model probability 0.29 < 0.55 | Expected R 0.00 <= 0,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:58.069169,ETHUSD,SELL,REJECTED,N/A,Low model probability 0.28 < 0.55 | Expected R 0.00 <= 0,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:58.069702,NAS100,BUY,REJECTED,N/A,Low model probability 0.26 < 0.55 | Expected R 0.00 <= 0 | Spread 49 > Max 30,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:58.070243,US500,SELL,REJECTED,N/A,Spread 50 > Max 10,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:58.070777,GER40,SELL,REJECTED,N/A,Low model probability 0.25 < 0.55 | Expected R 0.00 <= 0 | Spread 32 > Max 20 | Extreme volatility regime,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:58.071842,EURUSD,SELL,REJECTED,N/A,Spread 18 > Max 15,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:58.072376,GBPUSD,BUY,REJECTED,N/A,Spread 49 > Max 20,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:58.095111,XAUUSD,BUY,APPROVED,APPROVED,OK,0.010000,0.010000,1.33,42.96,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:58.095643,XAGUSD,BUY,REJECTED,N/A,Low model probability 0.48 < 0.55,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:58.096174,BTCUSD,BUY,REJECTED,N/A,Low model probability 0.29 < 0.55 | Expected R 0.00 <= 0,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:58.096703,ETHUSD,SELL,REJECTED,N/A,Low model probability 0.37 < 0.55,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:58.097234,NAS100,BUY,REJECTED,N/A,Low model probability 0.54 < 0.55 | Spread 49 > Max 30,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:58.097765,US500,BUY,REJECTED,N/A,Spread 34 > Max 10,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:58.098889,GER40,SELL,REJECTED,N/A,Low model probability 0.38 < 0.55,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:58.099419,EURUSD,SELL,REJECTED,N/A,Low model probability 0.27 < 0.55 | Expected R 0.00 <= 0 | Spread 19 > Max 15,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:58.100125,GBPUSD,SELL,REJECTED,N/A,Spread 52 > Max 20,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:58.100665,USDJPY,SELL,REJECTED,N/A,Low model probability 0.46 < 0.55 | Spread 34 > Max 20,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:58.174724,XAUUSD,SELL,APPROVED,APPROVED,OK,0.010000,0.010000,1.33,41.05,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:58.175819,USDJPY,BUY,APPROVED,APPROVED,OK,0.010000,0.010010,2.86,32.65,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:58.176872,XAGUSD,BUY,REJECTED,N/A,Low model probability 0.39 < 0.55,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:58.177397,BTCUSD,SELL,REJECTED,N/A,Low model probability 0.48 < 0.55,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:58.177923,ETHUSD,BUY,REJECTED,N/A,Low model probability 0.33 < 0.55,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:58.178443,NAS100,SELL,REJECTED,N/A,Low model probability 0.26 < 0.55 | Expected R 0.00 <= 0 | Spread 34 > Max 30,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:58.178974,US500,BUY,REJECTED,N/A,Spread 40 > Max 10,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:58.178974,GER40,BUY,REJECTED,N/A,Low model probability 0.42 < 0.55 | Spread 54 > Max 20,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:58.179682,EURUSD,BUY,REJECTED,N/A,Spread 17 > Max 15,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:58.180213,GBPUSD,SELL,REJECTED,N/A,Low model probability 0.51 < 0.55 | Spread 32 > Max 20,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:58.205009,GER40,SELL,APPROVED,APPROVED,OK,0.010000,0.010000,2.50,55.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:58.206658,XAUUSD,SELL,APPROVED,APPROVED,OK,0.010000,0.010000,1.33,49.33,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:58.207728,XAGUSD,BUY,APPROVED,APPROVED,OK,0.010000,0.010000,0.80,41.46,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:58.208784,BTCUSD,BUY,REJECTED,N/A,Low model probability 0.26 < 0.55 | Expected R 0.00 <= 0,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:58.209316,ETHUSD,SELL,REJECTED,N/A,Low model probability 0.52 < 0.55,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:58.209850,NAS100,SELL,REJECTED,N/A,Low model probability 0.43 < 0.55 | Spread 59 > Max 30,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:58.210385,US500,BUY,REJECTED,N/A,Spread 17 > Max 10,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:58.210924,EURUSD,BUY,REJECTED,N/A,Low model probability 0.36 < 0.55 | Spread 51 > Max 15,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:58.211457,GBPUSD,BUY,REJECTED,N/A,Low model probability 0.27 < 0.55 | Expected R 0.00 <= 0 | Spread 44 > Max 20,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:58.211987,USDJPY,BUY,REJECTED,N/A,Low model probability 0.54 < 0.55 | Spread 49 > Max 20,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:58.233698,USDJPY,SELL,APPROVED,APPROVED,OK,0.010000,0.010010,2.86,37.95,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:58.234967,XAUUSD,BUY,APPROVED,APPROVED,OK,0.010000,0.010000,1.33,31.83,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:58.236074,XAGUSD,BUY,REJECTED,N/A,Low model probability 0.34 < 0.55,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:58.236074,BTCUSD,BUY,REJECTED,N/A,Low model probability 0.28 < 0.55 | Expected R 0.00 <= 0,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:58.236662,ETHUSD,BUY,REJECTED,N/A,Low model probability 0.43 < 0.55,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:58.237342,NAS100,SELL,REJECTED,N/A,Low model probability 0.36 < 0.55,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:58.237915,US500,BUY,REJECTED,N/A,Low model probability 0.32 < 0.55 | Spread 59 > Max 10,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:58.238503,GER40,BUY,REJECTED,N/A,Low model probability 0.44 < 0.55 | Spread 55 > Max 20,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:58.239202,EURUSD,SELL,REJECTED,N/A,Spread 37 > Max 15,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:58.239770,GBPUSD,SELL,REJECTED,N/A,Low model probability 0.22 < 0.55 | Expected R 0.00 <= 0 | Spread 35 > Max 20 | Extreme volatility regime,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:58.259687,US500,SELL,APPROVED,APPROVED,OK,0.010000,0.010000,5.00,33.04,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:58.260906,XAUUSD,BUY,REJECTED,N/A,Low model probability 0.52 < 0.55,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:58.261444,XAGUSD,SELL,REJECTED,N/A,Low model probability 0.48 < 0.55,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:58.261976,BTCUSD,BUY,REJECTED,N/A,Low model probability 0.40 < 0.55,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:58.262507,ETHUSD,BUY,REJECTED,N/A,Low model probability 0.29 < 0.55 | Expected R 0.00 <= 0,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:58.263040,NAS100,SELL,REJECTED,N/A,Low model probability 0.31 < 0.55,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:58.263579,GER40,BUY,REJECTED,N/A,Spread 44 > Max 20,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:58.264112,EURUSD,SELL,REJECTED,N/A,Spread 47 > Max 15,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:58.264641,GBPUSD,SELL,REJECTED,N/A,Spread 33 > Max 20,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:58.265168,USDJPY,SELL,REJECTED,N/A,Low model probability 0.37 < 0.55 | Spread 39 > Max 20,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:58.290352,ETHUSD,BUY,APPROVED,APPROVED,OK,0.010000,0.010500,0.07,50.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:58.290886,XAUUSD,BUY,REJECTED,N/A,Low model probability 0.33 < 0.55,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:58.291400,XAGUSD,BUY,REJECTED,N/A,Low model probability 0.22 < 0.55 | Expected R 0.00 <= 0 | Extreme volatility regime,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:58.291937,BTCUSD,BUY,REJECTED,N/A,Low model probability 0.46 < 0.55,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:58.292475,NAS100,BUY,REJECTED,N/A,Low model probability 0.33 < 0.55,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:58.293011,US500,SELL,REJECTED,N/A,Low model probability 0.35 < 0.55 | Spread 19 > Max 10,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:58.293546,GER40,SELL,REJECTED,N/A,Low model probability 0.36 < 0.55,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:58.294083,EURUSD,SELL,REJECTED,N/A,Spread 50 > Max 15,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:58.294615,GBPUSD,SELL,REJECTED,N/A,Low model probability 0.46 < 0.55,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:58.295145,USDJPY,BUY,REJECTED,N/A,Spread 27 > Max 20,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:58.319240,ETHUSD,SELL,APPROVED,APPROVED,OK,0.010000,0.010500,0.07,48.70,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:58.320312,XAUUSD,BUY,REJECTED,N/A,Spread 51 > Max 40,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:58.320842,XAGUSD,SELL,REJECTED,N/A,Low model probability 0.22 < 0.55 | Expected R 0.00 <= 0 | Spread 56 > Max 50 | Extreme volatility regime,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:58.321374,BTCUSD,BUY,REJECTED,N/A,Low model probability 0.41 < 0.55,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:58.321913,NAS100,BUY,REJECTED,N/A,Low model probability 0.52 < 0.55,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:58.322440,US500,SELL,REJECTED,N/A,Low model probability 0.27 < 0.55 | Expected R 0.00 <= 0 | Spread 41 > Max 10,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:58.322982,GER40,BUY,REJECTED,N/A,Low model probability 0.31 < 0.55 | Spread 45 > Max 20,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:58.323510,EURUSD,SELL,REJECTED,N/A,Low model probability 0.25 < 0.55 | Expected R 0.00 <= 0 | Spread 51 > Max 15,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:58.324034,GBPUSD,BUY,REJECTED,N/A,Low model probability 0.30 < 0.55 | Expected R 0.00 <= 0 | Spread 50 > Max 20,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:58.324568,USDJPY,SELL,REJECTED,N/A,Low model probability 0.30 < 0.55 | Expected R 0.00 <= 0,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:58.348046,XAUUSD,SELL,REJECTED,N/A,Low model probability 0.54 < 0.55,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:58.348575,XAGUSD,BUY,REJECTED,N/A,Low model probability 0.38 < 0.55,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:58.349644,BTCUSD,BUY,REJECTED,N/A,Low model probability 0.32 < 0.55,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:58.349644,ETHUSD,SELL,REJECTED,N/A,Low model probability 0.31 < 0.55,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:58.350963,NAS100,BUY,REJECTED,N/A,Low model probability 0.32 < 0.55 | Spread 40 > Max 30,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:58.351493,US500,BUY,REJECTED,N/A,Low model probability 0.53 < 0.55 | Spread 30 > Max 10,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:58.352550,GER40,BUY,REJECTED,N/A,Low model probability 0.37 < 0.55 | Spread 55 > Max 20,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:58.353078,EURUSD,SELL,REJECTED,N/A,Low model probability 0.30 < 0.55 | Spread 42 > Max 15,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:58.353612,GBPUSD,BUY,REJECTED,N/A,Low model probability 0.39 < 0.55 | Spread 31 > Max 20,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:58.354142,USDJPY,BUY,REJECTED,N/A,Low model probability 0.25 < 0.55 | Expected R 0.00 <= 0 | Spread 42 > Max 20 | Extreme volatility regime,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:58.373103,BTCUSD,BUY,APPROVED,APPROVED,OK,0.010000,0.010000,0.01,61.43,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:58.374705,NAS100,SELL,APPROVED,APPROVED,OK,0.010000,0.010200,1.70,49.27,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:58.375779,US500,SELL,APPROVED,APPROVED,OK,0.010000,0.000600,0.30,44.39,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:58.377127,XAUUSD,BUY,REJECTED,N/A,Spread 56 > Max 40,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:58.377127,XAGUSD,SELL,REJECTED,N/A,Low model probability 0.51 < 0.55,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:58.377809,ETHUSD,SELL,REJECTED,N/A,Low model probability 0.36 < 0.55,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:58.378342,GER40,SELL,REJECTED,N/A,Low model probability 0.50 < 0.55 | Spread 45 > Max 20,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:58.378880,EURUSD,SELL,REJECTED,N/A,Low model probability 0.47 < 0.55,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:58.379569,GBPUSD,SELL,REJECTED,N/A,Low model probability 0.34 < 0.55,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:58.380104,USDJPY,SELL,REJECTED,N/A,Low model probability 0.29 < 0.55 | Expected R 0.00 <= 0,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
